record,name,cpf,birthday,Gluconise,Adrino_posina,Gamma_R,Nitro_K,H278,Plate,Factor_risk,norm_gamma_type,Blood_type,Blood_Rh,Low_Risk,Medium_Risk,High_Risk
72248,Benjamin Costa,74520961858,2002-05-25,1114.2902,Covered,5,3.84,13420.5,X,6,1,O,-,True,False,False
27033,Davi Luiz Cardoso,61259374025,2014-08-20,1255.5985,Uncovered,8,2.59,959.37,A,3,1,O,+,True,False,False
6386,Agatha Martins,58724103950,2014-08-20,1233.0855,Uncovered,4,2.76,2577.09,B,4,1,AB,-,False,True,True
704,Mirella Costela,17869253030,2007-03-30,1040.4055,Capsuled,4,2.97,4704.9,X,4,1,B,-,False,True,False
61770,Eloah da Mota,34768502938,2023-03-20,1027.935,Uncovered,6,2.55,537.61,B,2,0,AB,-,False,True,True
57199,Emilly Ramos,19542063806,2018-09-10,1108.183,Clinical Done,4,2.67,1763.48,X,3,0,O,-,True,False,False
3732,Luiz Miguel da Rocha,91853274682,2019-03-16,895.7109,Clinical Done,4,3.79,12902.0,CS,6,1,AB,+,True,False,False
56014,André da Mota,60794318231,2009-09-30,907.6991,Covered,4,2.98,4834.04,X,5,0,O,+,True,False,False
89094,Stephany Correia,9258743105,2011-05-06,1040.0748,,7,2.98,4818.93,X,5,1,AB,+,False,True,False
6347,Stephany da Mota,4369712599,2008-12-22,777.8026,Uncovered,7,3.76,12663.56,X,6,0,B,+,False,True,False
44167,Sra. Olivia Freitas,97186402585,2007-08-30,1035.3163,Capsuled,2,3.04,5419.91,B,5,0,AB,+,True,False,False
54033,João Felipe Alves,32749561809,2004-02-09,1049.823,Covered,9,4.94,24384.92,A,7,0,AB,+,True,False,False
61773,Ana Sales,53672840947,2007-01-08,1286.7157,Uncovered,8,2.81,3118.27,DD,4,0,B,+,False,True,True
42984,Manuela Viana,14395682006,2008-05-14,748.2668,Clinical Done,5,,13567.46,B,6,1,AB,-,False,True,True
74733,Sra. Maria Clara Jesus,74258069329,2013-07-12,875.9663,Covered,9,3.73,12315.5,B,6,0,A,-,False,True,False
29398,Caroline Castro,80924367113,2002-09-26,1240.4615,Covered,5,5.27,27723.15,A,7,1,B,-,True,False,False
61302,Isabella Rocha,84712906340,2009-07-25,877.4293,Uncovered,5,2.79,2971.24,X,4,0,O,+,True,False,False
45295,Cauê Campos,52689143089,2014-01-18,1057.6482,Uncovered,7,5.7,32002.21,DD,8,1,O,+,True,False,False
7453,Miguel Ribeiro,46178930593,2018-03-31,851.7777,,3,2.95,4514.31,,4,0,B,+,True,False,False
47586,Alexia Gonçalves,42980153788,2010-08-01,1257.6954,Uncovered,6,2.51,75.98,B,1,0,B,+,True,False,False
94590,Luiza Azevedo,83654917291,2010-09-13,728.5848,Capsuled,5,2.85,3500.51,DD,4,1,A,+,True,False,False
62382,Isabel da Rosa,12540639860,2005-07-27,889.7953,Covered,5,2.69,1938.69,B,4,1,B,+,True,False,False
52505,Emilly Rodrigues,86249305700,2004-07-17,834.5717,Clinical Done,8,3.26,7580.09,CS,5,1,AB,+,True,False,False
43548,Ana Laura Cardoso,7438621987,2013-10-11,1240.1121,Clinical Done,1,2.53,321.29,CS,2,1,,-,False,True,True
57608,Alice da Paz,45089163251,2019-08-10,1016.0563,Clinical Done,4,2.67,1699.82,X,3,0,A,-,False,True,False
91767,Breno Pereira,13045726844,2018-02-21,637.2004,Uncovered,5,5.57,30713.97,DD,8,0,AB,+,False,True,False
34285,Rodrigo Mendes,76293108540,2012-06-03,1327.3375,Clinical Done,5,3.39,8908.68,DD,5,0,O,-,False,True,True
43343,Maysa Gonçalves,73068142571,2012-07-08,691.2463,Clinical Done,2,3.4,9001.47,DD,5,0,A,-,False,True,True
80744,Sr. Nicolas Monteiro,61895073286,2013-10-08,1038.0852,Uncovered,2,3.38,8798.81,DD,5,0,B,+,True,False,False
47378,João Gabriel Duarte,86743205974,2022-10-30,1173.7084,Covered,8,3.77,12705.94,CS,6,1,AB,+,True,False,False
41922,Melissa Barros,43169857010,2005-08-20,881.8174,Clinical Done,5,2.83,3364.87,DD,4,1,O,+,False,True,True
19773,Natália Campos,73561089259,2022-07-05,847.8361,Uncovered,5,3.78,12843.11,DD,6,1,AB,+,False,True,True
83279,Sr. Erick Alves,95431807250,2008-08-13,726.9434,Uncovered,2,4.46,19644.93,,7,1,O,+,True,False,False
61911,Eloah da Paz,87239614069,2019-05-24,665.6907,Clinical Done,2,3.25,7512.34,DD,5,0,B,+,False,True,False
41241,Ana Lívia da Luz,63901278478,2013-08-21,1503.9141,Clinical Done,7,2.64,1405.85,DD,3,0,O,-,True,False,False
69498,Bruna da Rosa,49713526007,2023-05-01,1203.8077,Clinical Done,8,3.81,13118.47,DD,6,0,O,+,True,False,False
85603,Yuri Costela,43572608171,2008-12-27,1244.1887,Uncovered,1,3.71,12091.22,CS,6,0,B,-,False,True,False
60559,João Lucas Lima,93261845791,2016-06-03,640.4951,,5,4.96,24588.91,CS,7,0,AB,+,False,True,False
40319,Luiz Fernando Fernandes,43916758209,2005-11-30,878.6022,Uncovered,3,2.58,793.69,DD,3,0,AB,+,True,False,False
18978,Isabelly Lima,32190568730,2006-01-31,710.8613,Clinical Done,4,3.65,11537.0,CS,6,0,AB,+,True,False,False
54547,Luiz Miguel Barbosa,80657392456,2023-01-17,1143.0176,Clinical Done,11,2.59,901.67,B,3,0,AB,+,False,True,False
88339,Vitor Hugo Cunha,27854136017,2003-12-27,1355.0344,Covered,1,2.72,2224.2,B,4,1,A,+,True,False,False
92072,Mirella Carvalho,45123860762,2010-05-31,860.9975,Uncovered,3,5.18,26797.04,X,7,0,AB,+,False,True,True
14768,Rafaela da Luz,72841035905,2014-11-10,839.9395,Clinical Done,8,4.42,19251.12,X,7,0,AB,+,True,False,False
31693,Ana Laura Nunes,53206847117,2016-09-29,1270.2516,,6,6.14,36446.47,DD,8,0,AB,+,False,True,True
5104,Sra. Laís Cavalcanti,31729408613,2000-03-16,759.7561,,3,2.9,4064.16,B,4,0,AB,+,True,False,False
96309,Maria Alice Alves,18476293500,2011-05-19,1121.7151,Capsuled,7,3.05,5538.09,A,5,0,B,+,True,False,False
96630,Henrique da Cunha,87193265059,2021-11-28,886.319,,6,5.2,27035.05,B,7,1,AB,+,False,True,False
85463,Rodrigo Mendes,52987103441,2004-12-05,1144.8935,Covered,2,5.2,27036.53,X,7,1,O,+,True,False,False
92676,Maria Fernanda Ribeiro,39861570268,2005-10-13,892.2523,,4,2.6,1052.24,B,3,0,,+,True,False,False
23856,Bianca Gonçalves,91460382560,2009-01-09,675.9849,Covered,7,2.53,344.04,B,2,0,O,+,True,False,False
61430,Beatriz da Cunha,80397651457,2010-07-14,1031.7398,Clinical Done,3,2.71,2103.0,A,4,0,A,+,True,False,False
74990,Caroline Farias,51023879441,2013-01-06,689.5443,Clinical Done,5,3.23,7311.81,B,5,1,A,-,False,True,False
49100,Luiz Henrique Ferreira,79182543682,2019-01-23,1085.6871,Clinical Done,12,2.56,671.64,B,3,1,B,+,False,True,False
75409,Alice Barbosa,68532971482,2021-05-09,1379.9898,Covered,3,3.91,14168.71,X,6,0,O,+,True,False,False
76709,Caio Carvalho,63789145246,2022-10-25,1256.2928,,6,3.45,9514.46,,5,1,AB,+,True,False,False
26596,Luiz Gustavo Porto,34780952123,2002-04-26,716.3495,,4,2.95,4516.3,B,4,1,B,+,True,False,False
1753,Nicole Cardoso,8197642567,2001-05-22,666.8183,Uncovered,3,3.4,9066.12,DD,5,0,,-,True,False,False
44430,Dr. Renan Oliveira,69530781202,2020-03-13,474.0547,Clinical Done,6,5.33,28316.69,B,7,1,,+,False,True,False
73538,Emanuel Barbosa,73950864229,2002-11-03,784.3287,Capsuled,1,2.59,940.03,B,3,0,,+,False,True,False
31210,Sr. Guilherme Teixeira,61854732919,2006-03-16,688.4873,Covered,8,3.59,10919.7,,6,1,O,+,True,False,False
39704,Letícia Barros,93150627443,2022-02-26,796.0279,Uncovered,9,4.08,15815.49,CS,6,1,AB,+,True,False,False
10685,Maysa Almeida,98317462528,2014-12-31,1389.7176,,6,4.99,24946.79,A,7,1,AB,+,True,False,False
87179,Sophia Castro,9672385102,2008-11-08,1071.5343,,7,2.7,2014.03,B,4,0,AB,+,False,True,True
31421,Milena da Paz,74839015600,2004-09-22,1019.8093,Clinical Done,7,3.94,14423.21,B,6,1,O,+,False,True,False
81393,Cecília Cunha,78950321432,2002-08-09,856.3563,Clinical Done,3,3.4,9059.42,B,5,1,AB,-,False,True,True
71283,Nina Melo,49275680329,2000-02-27,1023.144,Capsuled,6,3.37,8675.69,B,5,0,AB,+,True,False,False
53976,Natália Nascimento,72691458300,2019-09-09,1100.7919,Clinical Done,2,3.68,11793.69,X,6,1,O,+,True,False,False
24168,Maria Carvalho,72648931546,2002-10-04,1027.6761,Clinical Done,4,2.53,344.43,X,2,1,B,+,True,False,False
20976,Julia Pires,9425371814,2022-11-27,1174.2778,Uncovered,5,3.09,5917.05,X,5,1,O,-,True,False,False
49063,Yuri Lima,65823970447,2005-05-17,1189.9272,Clinical Done,5,2.54,444.16,A,2,0,A,-,False,True,False
54842,Bernardo Nascimento,47625319016,2011-08-01,862.737,Clinical Done,4,5.22,27204.56,DD,7,1,AB,+,False,True,False
33178,Vitor da Mota,95674102325,2016-09-28,782.5534,Clinical Done,6,4.75,22544.96,CS,7,0,AB,+,False,True,False
93807,Dr. João Felipe Porto,58473609166,2020-07-11,1263.663,Uncovered,4,3.87,13687.48,X,6,0,A,-,False,True,False
1909,Daniel Caldeira,46509718375,2000-07-21,712.4231,Covered,6,3.67,11738.04,DD,6,0,,-,True,False,False
61418,Maria Alice Nascimento,24053786983,2014-11-25,1071.6391,Covered,8,3.07,5734.49,,5,0,,+,False,True,True
80,Lívia da Cunha,72850946338,2018-06-13,1056.5231,Clinical Done,4,3.43,9307.64,B,5,1,AB,+,False,True,False
92530,Gabriel Pires,94283105732,2001-06-13,1332.1957,Uncovered,3,3.63,11360.12,B,6,1,AB,+,True,False,False
81911,Carolina Carvalho,62931785059,2001-09-24,852.0775,Clinical Done,7,2.56,609.08,DD,3,0,B,+,False,True,False
65191,Yuri da Luz,29504136761,2021-04-03,704.3681,Covered,7,5.27,27769.77,B,7,0,O,+,True,False,False
54245,Esther Ribeiro,31274980550,2009-09-25,1304.9744,Uncovered,5,4.24,17465.02,A,6,1,,+,True,False,False
91676,Luna Melo,17928504685,2013-07-26,823.2373,Uncovered,7,2.57,730.24,X,3,0,O,+,True,False,False
97137,Joana Nascimento,91862073503,2019-05-06,527.0201,,3,3.33,8329.86,DD,5,0,,+,True,False,False
80893,Gustavo Henrique Barros,75806293130,2011-02-23,733.8292,,5,3.5,9973.91,A,6,0,B,+,False,True,True
97599,Fernando Teixeira,14825063780,2003-08-12,989.7359,Uncovered,5,2.61,1171.98,CS,3,0,AB,+,False,True,False
43467,Olivia Ribeiro,24678309500,2020-01-31,1246.5781,Capsuled,5,2.66,1671.73,,3,0,B,+,False,True,True
12580,Yago da Costa,86901423713,2018-03-25,1099.9678,Uncovered,7,4.54,20441.39,DD,7,1,O,-,True,False,False
4873,Maria Fernanda da Conceição,94705821360,2010-05-05,978.8328,Clinical Done,4,3.01,5096.68,X,5,0,B,+,True,False,False
96085,Ana Clara Freitas,78024165317,2016-08-12,835.8154,Covered,5,3.17,6739.69,CS,5,0,B,+,True,False,False
72258,Theo Nascimento,98635017439,2006-05-08,1009.4946,Clinical Done,6,3.59,10878.33,CS,6,1,AB,+,True,False,False
75367,Rafael Nascimento,74138926500,2016-08-17,1128.556,Covered,10,3.63,11341.66,A,6,0,AB,+,True,False,False
49560,Juliana da Costa,4256739874,2010-01-18,840.1142,Clinical Done,2,2.86,3626.91,X,4,1,A,+,False,True,False
8059,Kevin Campos,43561089224,2010-06-03,1045.7683,Covered,3,3.0,,CS,5,1,O,+,False,True,False
59831,Kevin Peixoto,79328465010,2017-07-18,1347.9101,Uncovered,4,2.88,3860.4,B,4,1,A,+,False,True,False
92107,Dr. Pedro Miguel Rezende,40967835100,2020-08-23,963.6779,Uncovered,7,2.76,2603.16,CS,4,0,B,+,True,False,False
73166,Alícia Barbosa,95238061730,2017-08-16,944.4628,,7,4.58,20806.53,X,7,0,AB,+,True,False,False
27044,Maysa Rezende,72801465976,2014-08-15,950.6902,Capsuled,2,3.22,7192.66,B,5,1,B,+,False,True,False
56535,Rebeca Santos,49861730575,2021-01-26,1042.2392,,8,3.78,12778.53,CS,6,1,,+,False,True,False
87869,Maria Sophia Fernandes,70498213650,2011-12-26,870.5932,Uncovered,8,3.94,14426.37,X,6,0,AB,+,True,False,False
99871,Enzo Gabriel Fogaça,96204738500,2019-11-15,1177.9965,,4,3.57,10766.45,B,6,0,AB,+,False,True,False
18852,Emanuelly Gomes,61570492352,2017-06-16,1089.994,Clinical Done,6,5.39,28896.9,DD,7,1,AB,+,False,True,False
29565,Laís Costa,84103657235,2020-12-23,1144.7527,,2,3.41,9160.95,,5,1,A,+,True,False,False
49230,Davi Luiz Monteiro,37891605203,2012-07-12,919.1762,Covered,8,3.32,8233.43,B,5,1,AB,+,True,False,False
9377,Sra. Gabriela da Costa,5618732912,2017-04-04,1171.9927,Clinical Done,3,3.1,6015.36,DD,5,1,AB,+,False,True,False
4875,Enzo da Cruz,89761032540,2001-11-14,1331.2617,Clinical Done,5,2.64,1437.98,B,3,0,B,+,True,False,False
34591,Davi Lucas Porto,57213694006,2016-05-03,958.465,Uncovered,2,4.25,17554.04,DD,6,0,O,+,True,False,False
22589,Dra. Isabella Novaes,70325146853,2013-03-06,940.1388,Uncovered,6,3.7,12025.01,A,6,0,,+,False,True,False
27906,Bárbara Martins,3154872914,2011-01-24,988.7393,Capsuled,7,2.6,985.99,DD,3,1,A,+,True,False,False
81805,Sophie das Neves,7694813539,2010-03-28,867.1393,Uncovered,8,3.71,12095.11,A,6,1,O,+,False,True,False
78041,Maria Julia Sales,91267548355,2022-11-22,942.579,Covered,7,2.59,959.13,A,3,0,O,+,True,False,False
29447,Maria Fernanda Viana,65819023730,2018-12-24,1234.1137,,2,2.78,2795.53,B,4,1,AB,+,True,False,False
60869,Laura Barros,61570293821,2013-09-27,1060.1069,Clinical Done,6,2.99,4937.93,B,5,1,AB,+,True,False,False
59673,Carolina Nogueira,42379810613,2013-05-08,934.3594,Capsuled,8,2.76,2586.01,,4,0,AB,+,False,True,False
47503,Júlia da Cunha,43816950205,2019-03-20,913.5545,Capsuled,7,2.78,2858.97,X,4,0,A,+,False,True,True
99818,Dra. Juliana Souza,40257916334,2020-12-01,817.6551,Uncovered,4,3.59,10967.68,X,6,1,,-,True,False,False
62924,Luiza Moura,60187294313,2006-11-14,1173.0324,Uncovered,6,5.46,29595.3,DD,8,0,B,+,False,True,True
37558,Catarina Gomes,40273196561,2018-07-30,824.7615,Clinical Done,2,3.92,14189.65,X,6,1,O,+,False,True,False
4635,Alícia da Rosa,80962417378,2006-09-01,1003.3117,,7,2.63,1327.51,,3,1,B,+,False,True,False
85717,Bryan das Neves,36098152489,2020-05-27,1014.0938,Covered,7,3.14,6461.07,X,5,0,,+,False,True,True
71115,Pietro Sales,42567813900,2000-10-11,659.4089,Clinical Done,5,2.55,496.48,B,2,0,B,+,False,True,True
18890,Dr. João Nunes,83054612708,2005-05-08,945.1858,,8,4.71,22121.93,X,7,0,O,-,True,False,False
7257,Anthony Melo,47385021905,2014-07-23,1081.681,Uncovered,12,2.77,2755.98,CS,4,1,AB,+,True,False,False
79373,Pietro da Costa,81025736435,2020-10-26,554.3148,Uncovered,4,3.07,5677.04,DD,5,0,B,+,False,True,False
36006,Dr. Ian Nunes,89604231731,2001-11-17,728.4383,Uncovered,6,2.6,1014.83,B,3,0,A,+,True,False,False
68005,Amanda Rocha,45972036800,2017-12-20,997.1818,Covered,5,2.64,1404.12,CS,3,0,,+,False,True,False
29940,Dr. Luiz Gustavo Cavalcanti,28364715062,2004-01-24,930.0425,Uncovered,2,3.17,6746.26,DD,5,1,O,-,True,False,False
15507,Ana Laura Peixoto,10938425633,2022-11-29,1065.3537,Capsuled,5,2.7,2010.96,CS,4,0,B,-,True,False,False
52795,Heloísa Martins,96034581206,2017-05-09,1216.8132,Uncovered,5,4.65,21540.52,DD,7,0,AB,+,True,False,False
43280,Caio Cunha,51026493889,2004-03-17,988.3792,Uncovered,8,2.82,3180.91,CS,4,1,A,-,True,False,False
21320,Dr. Vicente Farias,8532194788,2021-09-04,1053.8307,Uncovered,9,3.68,11786.39,,6,0,O,+,True,False,False
36595,João Lucas Gomes,97568432173,2010-08-18,1040.3925,Capsuled,5,2.99,4895.19,DD,5,1,O,+,True,False,False
67796,Cecília Pires,51836029489,2005-09-02,552.7907,Covered,3,,5079.21,B,5,0,A,-,False,True,False
52720,Enzo Duarte,67910485220,2005-07-01,900.9998,Uncovered,5,2.58,776.68,B,3,1,AB,+,True,False,False
77990,Dra. Maria Julia Ribeiro,48172096313,2017-12-18,946.6154,,2,,11147.1,,6,1,A,+,True,False,False
31570,Dr. Noah Souza,57981423619,2020-07-05,1172.1831,Capsuled,6,3.39,8933.3,A,5,1,O,+,True,False,False
89266,Alícia da Paz,61874952094,2020-05-16,890.0862,Covered,4,2.63,1351.38,X,3,0,AB,+,False,True,False
52770,João Pedro da Paz,97480263104,2013-05-30,1098.3873,Uncovered,2,,10713.87,CS,6,1,O,+,False,True,False
72667,Paulo Rodrigues,85193726437,2007-09-26,1108.2212,,4,3.35,8496.83,DD,5,0,O,+,False,True,True
32468,Srta. Bruna Almeida,56081924351,2001-05-14,735.2072,Clinical Done,4,2.94,4446.9,,4,0,O,-,True,False,False
58261,Brenda Rezende,86459730148,2004-05-06,641.8597,Uncovered,3,3.98,14841.73,DD,6,1,B,+,False,True,False
70720,Maria Sophia da Cruz,91385607475,2011-04-03,1216.4994,Uncovered,7,2.98,4832.85,X,5,1,A,-,True,False,False
88678,Anthony da Mata,13279468078,2020-11-30,831.4289,Covered,6,3.81,13089.1,X,6,0,O,+,True,False,False
12886,Cecília Lima,16790548300,2014-03-31,1200.8094,Capsuled,4,2.7,2041.02,X,4,1,B,+,False,True,False
83936,Eloah Ribeiro,26731598003,2000-12-12,1010.9166,Clinical Done,3,2.56,655.69,DD,3,0,A,+,False,True,False
23047,Rafaela Pires,49638150793,2019-07-29,1133.0189,Capsuled,3,4.48,19870.36,B,7,0,,+,False,True,False
75150,Thales Cardoso,94201835723,2010-01-19,607.4791,Covered,5,3.69,11952.83,DD,6,0,O,-,False,True,False
63879,Eduarda Pereira,5284761308,2012-08-05,1422.543,Clinical Done,8,3.25,7491.4,B,5,1,O,-,True,False,False
26741,Catarina Moraes,76940582347,2009-02-14,438.5086,Uncovered,5,2.74,2391.19,,4,0,,+,True,False,False
42020,Larissa Rodrigues,93182560786,2014-10-09,720.645,Uncovered,4,2.57,753.73,B,3,1,AB,+,False,True,False
43809,Marcos Vinicius Fernandes,97148235014,2012-01-06,1052.8238,Clinical Done,2,4.3,17986.64,X,7,0,AB,-,True,False,False
31157,Enzo Gabriel Correia,82936574137,2012-03-19,1218.5034,Capsuled,2,2.58,867.55,X,3,1,B,-,False,True,False
16729,Dr. Rafael da Cruz,47519382079,2012-10-18,1132.9203,,6,2.56,608.14,DD,3,0,B,+,True,False,False
62052,Felipe Gomes,18395067259,2000-05-15,1171.3107,Uncovered,5,3.56,10580.78,,6,1,AB,+,False,True,False
16952,Luiza Mendes,81752390423,2000-11-05,778.8354,Clinical Done,4,3.21,7090.73,X,5,1,O,+,False,True,True
61544,Mariane Pires,74903618269,2011-03-28,1074.3159,Uncovered,7,2.5,49.72,X,1,1,O,+,True,False,False
32292,Alexia Ferreira,24531087941,2014-08-31,1268.8025,,7,2.65,1512.78,A,3,1,AB,-,True,False,False
37737,Sarah Jesus,80465139205,2018-10-23,671.5746,Uncovered,3,4.16,16586.05,CS,6,0,AB,+,False,True,False
18365,Natália Pires,4798215694,2000-08-27,769.3746,Clinical Done,7,2.79,2938.06,,4,1,AB,+,True,False,False
42710,Alana Cardoso,94027568176,2009-07-21,1040.2633,,3,3.76,12622.98,A,6,0,O,-,False,True,True
23479,Igor Sales,87310546920,2018-11-27,1279.7132,Clinical Done,4,2.56,581.41,CS,2,0,A,-,False,True,False
40069,Sr. Pedro Mendes,13092578686,2012-09-29,1144.5747,,5,3.81,13117.13,CS,6,1,AB,+,True,False,False
62688,Antônio Gomes,82695710402,2008-05-05,,Uncovered,3,2.83,3334.73,X,4,0,O,+,False,True,False
53735,Thales Viana,25718349088,2013-11-28,886.5331,Capsuled,4,3.59,10946.99,DD,6,0,AB,+,True,False,False
82204,Sr. Luiz Felipe das Neves,83516429755,2013-10-28,926.73,,5,3.62,11188.89,X,6,0,AB,-,False,True,True
41325,Enrico Costela,25890147323,2003-10-18,690.7931,Clinical Done,2,3.05,5541.61,X,5,0,AB,+,True,False,False
27336,Bruna Farias,68374902140,2000-12-31,1408.1389,Uncovered,5,3.06,5651.51,X,5,0,AB,+,True,False,False
5798,Júlia da Conceição,15934620851,2002-02-06,900.7959,Covered,9,4.49,19873.3,DD,7,1,AB,+,True,False,False
84196,Maitê Cunha,1693487500,2004-04-22,877.3666,Clinical Done,9,3.15,6492.06,X,5,0,B,-,False,True,True
94331,Yago Lopes,32890156451,2000-01-01,651.0064,Covered,0,2.97,4679.05,DD,4,0,B,-,True,False,False
40601,Leonardo Peixoto,86207531930,2002-04-28,1036.8148,Uncovered,6,4.79,22915.18,CS,7,1,B,+,True,False,False
39908,Sophia Barros,8413657253,2006-03-20,984.091,Covered,5,3.72,12183.3,DD,6,1,O,-,False,True,True
47061,Kaique Cardoso,82731945664,2000-08-09,1248.1259,,9,3.04,5406.92,X,5,1,AB,+,False,True,True
46509,Ana Luiza Farias,72869501420,2008-01-15,1172.5148,,4,2.98,4785.27,B,5,0,O,-,False,True,False
7737,Thales Moreira,30451286707,2008-10-14,975.2185,Uncovered,4,3.83,13312.39,DD,6,1,O,+,False,True,False
12639,Alexia Barbosa,79540283647,2012-06-13,1117.0953,Capsuled,3,2.59,959.48,B,3,0,,-,True,False,False
49560,Sr. Samuel da Mota,3652798465,2008-11-05,1386.7363,Covered,4,2.75,2474.54,X,4,1,A,+,True,False,False
74919,Kevin Jesus,65372890177,2000-01-09,853.5495,Clinical Done,6,3.3,7973.28,X,5,0,AB,+,True,False,False
78389,Thomas Fogaça,87625039447,2016-04-30,921.59,,8,3.53,10305.25,X,6,0,O,+,True,False,False
3028,Srta. Isabelly da Mota,35829167409,2002-07-23,1150.243,Clinical Done,4,2.88,3804.96,B,4,1,B,+,True,False,False
93255,Dra. Yasmin Farias,71358246955,2001-02-10,881.0509,Clinical Done,5,3.84,13406.86,DD,6,0,O,+,True,False,False
1692,Dra. Lara Nascimento,35728469000,2007-02-19,1095.0635,Covered,5,2.9,3981.66,DD,4,1,B,+,True,False,False
44347,Miguel Fogaça,79264031561,2004-04-17,783.2814,Covered,5,5.66,31595.83,X,8,0,AB,+,False,True,False
63072,Nina da Rocha,38219567473,2022-11-09,1164.568,Clinical Done,4,5.45,29523.57,X,8,0,B,+,False,True,False
6258,Sophie Castro,92580467300,2000-07-19,1140.9544,Uncovered,9,3.59,10936.74,DD,6,1,,+,False,True,False
81645,Laís Silva,78395204647,2010-04-12,882.9131,Covered,9,7.06,45612.45,DD,9,0,AB,+,False,True,True
28771,Srta. Maria da Cruz,98452031670,2002-10-26,746.0118,Clinical Done,4,4.47,19739.99,CS,7,0,B,+,False,True,True
98165,Sr. Alexandre Melo,12483756026,2022-01-24,1065.1055,Uncovered,1,2.63,1330.32,DD,3,1,B,+,False,True,False
52299,Ana Júlia Jesus,86052713453,2005-10-28,1009.1474,Covered,9,3.14,6465.09,DD,5,1,O,+,True,False,False
18368,Sr. Vinicius Fernandes,47018265371,2014-11-28,726.7507,Clinical Done,4,2.89,3883.39,DD,4,1,,+,True,False,False
34741,Marina Rocha,52307198695,2021-09-24,1204.0538,Capsuled,4,3.78,12850.42,B,6,1,B,+,False,True,False
61335,Luigi Correia,10892436778,2004-08-29,853.7875,Uncovered,5,3.77,12750.45,CS,6,0,A,+,False,True,False
48530,Sr. Nicolas Rezende,81743695209,2014-10-08,1299.3424,,7,2.51,92.77,,1,0,B,+,False,True,True
22326,Isabelly Correia,27095438692,2022-11-22,1268.6633,Clinical Done,3,2.9,4038.07,B,4,0,O,+,False,True,False
3152,Maria Fernanda Barros,91306527406,2019-07-18,1051.3274,Uncovered,5,3.06,5594.76,DD,5,1,A,+,True,False,False
36350,Emilly Nascimento,4236517906,2013-02-06,1146.923,Capsuled,7,3.58,10870.32,X,6,1,,-,True,False,False
20045,Henrique Santos,52918370479,2020-07-13,713.347,Uncovered,2,5.6,30986.6,DD,8,0,B,-,True,False,False
41678,Luigi Costela,29617483564,2008-07-15,1003.5662,Covered,3,2.73,2299.8,,4,1,A,+,False,True,True
92377,Theo Alves,84053276900,2023-06-10,1113.7284,Covered,3,2.82,3245.96,DD,4,1,,+,True,False,False
54043,Otávio Cunha,10257496343,2022-12-18,747.205,Uncovered,2,5.58,30814.88,X,8,1,AB,-,True,False,False
35450,Vinicius Cardoso,65248307171,2020-05-21,708.1941,Capsuled,4,2.78,2856.77,B,4,1,B,+,True,False,False
24532,Davi Luiz Dias,54283906115,2019-03-02,1318.132,Clinical Done,4,2.58,835.28,X,3,0,AB,-,True,False,False
78086,Srta. Cecília Nogueira,94327168564,2020-12-21,1080.5256,Uncovered,7,3.85,13520.18,A,6,1,O,+,False,True,False
76589,Diego Moraes,41523786973,2009-04-04,1284.9827,Clinical Done,7,3.54,10451.95,A,6,0,A,+,False,True,False
79573,Agatha Lima,16025498342,2010-09-06,1200.3962,Uncovered,5,2.68,1837.24,CS,3,1,AB,+,False,True,False
